31, 32, 26, 29, 2, 24, 6, 10, 28, 34, 1, 11, 20, 16, 36, 30, 22, 23, 37, 15, 27, 14, 9, 19, 33, 13, 17, 7, 5, 21, 3, 18, 25, 4, 12, 35, 8
29, 23, 16, 34, 24, 33, 13, 1, 21, 32, 11, 12, 4, 37, 7, 30, 8, 3, 5, 14, 28, 26, 6, 18, 27, 35, 25, 17, 31, 19, 36, 15, 22, 9, 10, 20, 2
6, 12, 1, 2, 8, 7, 17, 23, 28, 29, 24, 36, 30, 37, 9, 13, 14, 31, 18, 11, 32, 21, 4, 35, 25, 5, 34, 10, 26, 27, 22, 15, 16, 33, 20, 19, 3
27, 1, 4, 21, 7, 19, 9, 25, 20, 23, 14, 11, 24, 33, 6, 28, 15, 5, 30, 8, 17, 31, 35, 29, 26, 18, 2, 10, 13, 34, 37, 36, 12, 16, 32, 22, 3
36, 27, 29, 3, 12, 5, 15, 17, 19, 16, 30, 35, 28, 20, 32, 26, 6, 10, 14, 25, 7, 24, 18, 2, 11, 22, 31, 13, 8, 4, 9, 21, 23, 34, 33, 37, 1
16, 3, 28, 32, 27, 6, 14, 2, 10, 18, 19, 1, 26, 24, 4, 13, 11, 30, 23, 20, 9, 15, 37, 36, 21, 35, 29, 7, 8, 5, 34, 33, 12, 17, 22, 25, 31
21, 18, 10, 37, 27, 34, 12, 5, 32, 33, 3, 13, 35, 28, 8, 29, 1, 19, 11, 24, 30, 36, 6, 15, 16, 25, 23, 4, 14, 2, 17, 9, 31, 20, 7, 26, 22
32, 2, 34, 28, 8, 36, 10, 37, 21, 13, 29, 20, 23, 15, 22, 19, 17, 5, 6, 7, 16, 27, 26, 14, 35, 3, 9, 33, 1, 25, 30, 11, 18, 12, 4, 24, 31
24, 10, 7, 22, 37, 17, 13, 2, 6, 19, 1, 18, 35, 29, 11, 3, 21, 31, 34, 9, 12, 30, 20, 26, 15, 28, 25, 16, 32, 36, 27, 14, 8, 23, 4, 5, 33
3, 35, 2, 37, 31, 14, 24, 21, 29, 1, 30, 19, 11, 18, 8, 20, 26, 17, 9, 28, 36, 15, 16, 12, 27, 32, 33, 13, 25, 5, 4, 7, 34, 22, 6, 10, 23
25, 13, 17, 9, 28, 10, 34, 16, 1, 19, 27, 21, 14, 3, 5, 32, 20, 37, 11, 7, 26, 4, 33, 8, 35, 29, 18, 31, 6, 15, 36, 12, 2, 23, 30, 24, 22
26, 31, 14, 12, 8, 28, 15, 33, 32, 17, 35, 7, 4, 18, 21, 30, 3, 11, 29, 20, 24, 19, 16, 23, 34, 6, 36, 22, 27, 13, 37, 25, 2, 1, 9, 5, 10
35, 24, 6, 20, 18, 4, 27, 36, 34, 8, 7, 1, 32, 11, 13, 21, 3, 26, 10, 14, 23, 33, 37, 2, 15, 29, 30, 22, 28, 17, 19, 5, 9, 12, 16, 25, 31
12, 16, 22, 18, 8, 28, 25, 32, 10, 14, 1, 17, 13, 23, 15, 19, 31, 4, 3, 7, 37, 35, 27, 20, 5, 6, 26, 29, 36, 21, 24, 11, 30, 9, 33, 2, 34
31, 18, 13, 25, 24, 22, 21, 10, 33, 28, 11, 12, 26, 9, 6, 8, 37, 27, 36, 4, 20, 16, 19, 14, 29, 1, 17, 32, 5, 23, 30, 3, 7, 15, 2, 35, 34
